Município,UF,chave,cd_mun,status
Ipiguá,SP,IPIGUA/SP,3521150,OK
Elesbão Veloso,PI,ELESBAO VELOSO/PI,2203503,OK
Juazeiro do Norte,CE,JUAZEIRO DO NORTE/CE,2307304,OK
Mucurici,ES,MUCURICI/ES,3203601,OK
Vargem Alegre,MG,VARGEM ALEGRE/MG,3170578,OK
Urucânia,MG,URUCANIA/MG,3170503,OK
Fortaleza dos Valos,RS,FORTALEZA DOS VALOS/RS,4308458,OK
Navegantes,SC,NAVEGANTES/SC,4211306,OK
Ipameri,GO,IPAMERI/GO,5210109,OK
São João Nepomuceno,MG,SAO JOAO NEPOMUCENO/MG,3162906,OK
Tupãssi,PR,TUPASSI/PR,4127957,OK
Cajazeiras,PB,CAJAZEIRAS/PB,2503704,OK
Sagrada Família,RS,SAGRADA FAMILIA/RS,4316428,OK
Getulina,SP,GETULINA/SP,3517000,OK
Pérola,PR,PEROLA/PR,4118907,OK
Frei Rogério,SC,FREI ROGERIO/SC,4205555,OK
Santana do Garambéu,MG,SANTANA DO GARAMBEU/MG,3158706,OK
Roseira,SP,ROSEIRA/SP,3544301,OK
Tanque Novo,BA,TANQUE NOVO/BA,2931053,OK
Guarabira,PB,GUARABIRA/PB,2506301,OK
Areiópolis,SP,AREIOPOLIS/SP,3503604,OK
Guaraçaí,SP,GUARACAI/SP,3517802,OK
Ipiranga do Norte,MT,IPIRANGA DO NORTE/MT,5104526,OK
Descoberto,MG,DESCOBERTO/MG,3121308,OK
Passo de Torres,SC,PASSO DE TORRES/SC,4212254,OK
Sabino,SP,SABINO/SP,3544608,OK
Gaurama,RS,GAURAMA/RS,4308706,OK
Pedro Leopoldo,MG,PEDRO LEOPOLDO/MG,3149309,OK
Rubiataba,GO,RUBIATABA/GO,5218904,OK
Pirapora,MG,PIRAPORA/MG,3151206,OK
Soledade,PB,SOLEDADE/PB,2516102,OK
Piranhas,GO,PIRANHAS/GO,5217203,OK
Alfredo Chaves,ES,ALFREDO CHAVES/ES,3200300,OK
São José da Barra,MG,SAO JOSE DA BARRA/MG,3162948,OK
Água Clara,MS,AGUA CLARA/MS,5000203,OK
Valparaíso,SP,VALPARAISO/SP,3556305,OK
Santa Rosa da Serra,MG,SANTA ROSA DA SERRA/MG,3159704,OK
Dezesseis de Novembro,RS,DEZESSEIS DE NOVEMBRO/RS,4306353,OK
Vieiras,MG,VIEIRAS/MG,3171402,OK
Rinópolis,SP,RINOPOLIS/SP,3543808,OK
Áurea,RS,AUREA/RS,4301552,OK
Palmelo,GO,PALMELO/GO,5215801,OK
Anchieta,ES,ANCHIETA/ES,3200409,OK
Três Coroas,RS,TRES COROAS/RS,4321709,OK
Tapiraí,SP,TAPIRAI/SP,3553500,OK
Indiaporã,SP,INDIAPORA/SP,3520707,OK
Cedro do Abaeté,MG,CEDRO DO ABAETE/MG,3115607,OK
Iporanga,SP,IPORANGA/SP,3521200,OK
Serra da Raiz,PB,SERRA DA RAIZ/PB,2515609,OK
Lagoa Santa,GO,LAGOA SANTA/GO,5212253,OK
São Cristóvão do Sul,SC,SAO CRISTOVAO DO SUL/SC,4216057,OK
Ibiporã,PR,IBIPORA/PR,4109807,OK
Rio Piracicaba,MG,RIO PIRACICABA/MG,3155702,OK
Penedo,AL,PENEDO/AL,2706703,OK
São Fernando,RN,SAO FERNANDO/RN,2411809,OK
Damianópolis,GO,DAMIANOPOLIS/GO,5206701,OK
Guapó,GO,GUAPO/GO,5209200,OK
Campanha,MG,CAMPANHA/MG,3110905,OK
Itaguaru,GO,ITAGUARU/GO,5210604,OK
Iguape,SP,IGUAPE/SP,3520301,OK
Novo Oriente,CE,NOVO ORIENTE/CE,2309409,OK
Divisópolis,MG,DIVISOPOLIS/MG,3122454,OK
Santa Lúcia,PR,SANTA LUCIA/PR,4123824,OK
Vista Serrana,PB,VISTA SERRANA/PB,2505501,OK
São José dos Cordeiros,PB,SAO JOSE DOS CORDEIROS/PB,2514800,OK
Aracruz,ES,ARACRUZ/ES,3200607,OK
Santa Mariana,PR,SANTA MARIANA/PR,4123907,OK
Água Comprida,MG,AGUA COMPRIDA/MG,3100708,OK
Paço do Lumiar,MA,PACO DO LUMIAR/MA,2107506,OK
Itabaiana,SE,ITABAIANA/SE,2802908,OK
Tanque do Piauí,PI,TANQUE DO PIAUI/PI,2210979,OK
Dom Expedito Lopes,PI,DOM EXPEDITO LOPES/PI,2203404,OK
Ipira,SC,IPIRA/SC,4207601,OK
Currais Novos,RN,CURRAIS NOVOS/RN,2403103,OK
Romaria,MG,ROMARIA/MG,3156403,OK
Pinhal da Serra,RS,PINHAL DA SERRA/RS,4314464,OK
Paulo Lopes,SC,PAULO LOPES/SC,4212304,OK
Bueno Brandão,MG,BUENO BRANDAO/MG,3109105,OK
Itatinga,SP,ITATINGA/SP,3523503,OK
Telha,SE,TELHA/SE,2807303,OK
Formosa do Sul,SC,FORMOSA DO SUL/SC,4205431,OK
Consolação,MG,CONSOLACAO/MG,3118502,OK
Rio Grande da Serra,SP,RIO GRANDE DA SERRA/SP,3544103,OK
Raposos,MG,RAPOSOS/MG,3153905,OK
Araçariguama,SP,ARACARIGUAMA/SP,3502754,OK
Alfredo Vasconcelos,MG,ALFREDO VASCONCELOS/MG,3101631,OK
Fraiburgo,SC,FRAIBURGO/SC,4205506,OK
Ipueiras,CE,IPUEIRAS/CE,2305902,OK
São José do Barreiro,SP,SAO JOSE DO BARREIRO/SP,3549607,OK
São Tiago,MG,SAO TIAGO/MG,3165008,OK
Macaubal,SP,MACAUBAL/SP,3528106,OK
Florânia,RN,FLORANIA/RN,2403806,OK
Rio das Flores,RJ,RIO DAS FLORES/RJ,3304508,OK
Riachão,PB,RIACHAO/PB,2512747,OK
Vazante,MG,VAZANTE/MG,3171006,OK
Ibiam,SC,IBIAM/SC,4206751,OK
Sertãozinho,PB,SERTAOZINHO/PB,2515930,OK
Jussara,GO,JUSSARA/GO,5212204,OK
Urupema,SC,URUPEMA/SC,4218954,OK
Camapuã,MS,CAMAPUA/MS,5002605,OK
Brasilândia do Tocantins,TO,BRASILANDIA DO TOCANTINS/TO,1703602,OK
Francisco Santos,PI,FRANCISCO SANTOS/PI,2204204,OK
Santana de Cataguases,MG,SANTANA DE CATAGUASES/MG,3158409,OK
Avaí,SP,AVAI/SP,3504305,OK
Cedro de São João,SE,CEDRO DE SAO JOAO/SE,2801603,OK
São Cristóvão,SE,SAO CRISTOVAO/SE,2806701,OK
Aparecida do Taboado,MS,APARECIDA DO TABOADO/MS,5001003,OK
Coronel Pacheco,MG,CORONEL PACHECO/MG,3119609,OK
São Pedro da Serra,RS,SAO PEDRO DA SERRA/RS,4319356,OK
São Lourenço da Serra,SP,SAO LOURENCO DA SERRA/SP,3549953,OK
Ibiá,MG,IBIA/MG,3129509,OK
Silvianópolis,MG,SILVIANOPOLIS/MG,3167400,OK
Maripá de Minas,MG,MARIPA DE MINAS/MG,3140209,OK
Leopoldina,MG,LEOPOLDINA/MG,3138401,OK
Barro Alto,GO,BARRO ALTO/GO,5203203,OK
Garibaldi,RS,GARIBALDI/RS,4308607,OK
Mineiros,GO,MINEIROS/GO,5213103,OK
Matipó,MG,MATIPO/MG,3140902,OK
Lagarto,SE,LAGARTO/SE,2803500,OK
Borrazópolis,PR,BORRAZOPOLIS/PR,4103305,OK
Irani,SC,IRANI/SC,4207809,OK
Belo Oriente,MG,BELO ORIENTE/MG,3106309,OK
Campestre de Goiás,GO,CAMPESTRE DE GOIAS/GO,5204607,OK
Santa Helena,PB,SANTA HELENA/PB,2513307,OK
Ibirapuitã,RS,IBIRAPUITA/RS,4309951,OK
Campina Verde,MG,CAMPINA VERDE/MG,3111101,OK
Bom Jardim,RJ,BOM JARDIM/RJ,3300506,OK
Muçum,RS,MUCUM/RS,4312609,OK
Itamarati de Minas,MG,ITAMARATI DE MINAS/MG,3132602,OK
Ritápolis,MG,RITAPOLIS/MG,3156106,OK
Dionísio,MG,DIONISIO/MG,3121803,OK
Mato Grosso,PB,MATO GROSSO/PB,2509370,OK
Goiabeira,MG,GOIABEIRA/MG,3127370,OK
Doresópolis,MG,DORESOPOLIS/MG,3123403,OK
Água Boa,MT,AGUA BOA/MT,5100201,OK
Joanópolis,SP,JOANOPOLIS/SP,3525508,OK
Tejupá,SP,TEJUPA/SP,3554201,OK
Inhacorá,RS,INHACORA/RS,4310413,OK
Pirajuí,SP,PIRAJUI/SP,3538907,OK
Bertioga,SP,BERTIOGA/SP,3506359,OK
Maximiliano de Almeida,RS,MAXIMILIANO DE ALMEIDA/RS,4312203,OK
Presidente Olegário,MG,PRESIDENTE OLEGARIO/MG,3153400,OK
Juatuba,MG,JUATUBA/MG,3136652,OK
Santo Antônio do Aracanguá,SP,SANTO ANTONIO DO ARACANGUA/SP,3548054,OK
Sabáudia,PR,SABAUDIA/PR,4122701,OK
Cocal de Telha,PI,COCAL DE TELHA/PI,2202711,OK
Arroio do Padre,RS,ARROIO DO PADRE/RS,4301073,OK
Saldanha Marinho,RS,SALDANHA MARINHO/RS,4316436,OK
Capitólio,MG,CAPITOLIO/MG,3112802,OK
Arandu,SP,ARANDU/SP,3503109,OK
Mamborê,PR,MAMBORE/PR,4114005,OK
Jesuítas,PR,JESUITAS/PR,4112751,OK
Serra da Saudade,MG,SERRA DA SAUDADE/MG,3166600,OK
São João da Paraúna,GO,SAO JOAO DA PARAUNA/GO,5220058,OK
Pires do Rio,GO,PIRES DO RIO/GO,5217401,OK
Campo Limpo Paulista,SP,CAMPO LIMPO PAULISTA/SP,3509601,OK
Presidente Dutra,BA,PRESIDENTE DUTRA/BA,2925600,OK
Cristina,MG,CRISTINA/MG,3120508,OK
Santana do Itararé,PR,SANTANA DO ITARARE/PR,4124004,OK
Pirapetinga,MG,PIRAPETINGA/MG,3151107,OK
Araguaína,TO,ARAGUAINA/TO,1702109,OK
Arceburgo,MG,ARCEBURGO/MG,3104106,OK
Campo Bom,RS,CAMPO BOM/RS,4303905,OK
Muribeca,SE,MURIBECA/SE,2804300,OK
Coqueiral,MG,COQUEIRAL/MG,3118700,OK
Primeiro de Maio,PR,PRIMEIRO DE MAIO/PR,4120507,OK
São Borja,RS,SAO BORJA/RS,4318002,OK
Salto do Itararé,PR,SALTO DO ITARARE/PR,4122909,OK
Itapemirim,ES,ITAPEMIRIM/ES,3202801,OK
Ribeirão das Neves,MG,RIBEIRAO DAS NEVES/MG,3154606,OK
Santana da Vargem,MG,SANTANA DA VARGEM/MG,3158300,OK
Paraíso das Águas,MS,PARAISO DAS AGUAS/MS,5006275,OK
Santa Isabel,GO,SANTA ISABEL/GO,5219357,OK
Rolim de Moura,RO,ROLIM DE MOURA/RO,1100288,OK
Cacoal,RO,CACOAL/RO,1100049,OK
Combinado,TO,COMBINADO/TO,1705557,OK
Iúna,ES,IUNA/ES,3203007,OK
Imbaú,PR,IMBAU/PR,4110078,OK
Pareci Novo,RS,PARECI NOVO/RS,4314035,OK
São Sebastião do Oeste,MG,SAO SEBASTIAO DO OESTE/MG,3164605,OK
Mar de Espanha,MG,MAR DE ESPANHA/MG,3139805,OK
Taparuba,MG,TAPARUBA/MG,3168051,OK
Vera Cruz do Oeste,PR,VERA CRUZ DO OESTE/PR,4128559,OK
Viçosa,RN,VICOSA/RN,2414902,OK
Jaupaci,GO,JAUPACI/GO,5212006,OK
Braganey,PR,BRAGANEY/PR,4103354,OK
Guaraíta,GO,GUARAITA/GO,5209291,OK
Palma,MG,PALMA/MG,3146701,OK
Ivaiporã,PR,IVAIPORA/PR,4111506,OK
Carmo do Rio Claro,MG,CARMO DO RIO CLARO/MG,3114402,OK
Seara,SC,SEARA/SC,4217501,OK
Nova Aliança do Ivaí,PR,NOVA ALIANCA DO IVAI/PR,4116505,OK
Guarapari,ES,GUARAPARI/ES,3202405,OK
Guimarânia,MG,GUIMARANIA/MG,3128907,OK
Putinga,RS,PUTINGA/RS,4315206,OK
Monteiro Lobato,SP,MONTEIRO LOBATO/SP,3531704,OK
Santa Tereza do Oeste,PR,SANTA TEREZA DO OESTE/PR,4124020,OK
São João,PR,SAO JOAO/PR,4124806,OK
Leópolis,PR,LEOPOLIS/PR,4113403,OK
Novo Cabrais,RS,NOVO CABRAIS/RS,4313391,OK
Cocal dos Alves,PI,COCAL DOS ALVES/PI,2202729,OK
Datas,MG,DATAS/MG,3121001,OK
Santa Rita do Trivelato,MT,SANTA RITA DO TRIVELATO/MT,5107768,OK
Eugenópolis,MG,EUGENOPOLIS/MG,3124906,OK
Santo Antônio dos Milagres,PI,SANTO ANTONIO DOS MILAGRES/PI,2209450,OK
Fronteira,MG,FRONTEIRA/MG,3127008,OK
Arapoti,PR,ARAPOTI/PR,4101606,OK
Florínea,SP,FLORINEA/SP,3516101,OK
Baependi,MG,BAEPENDI/MG,3104908,OK
Esmeraldas,MG,ESMERALDAS/MG,3124104,OK
Coqueiros do Sul,RS,COQUEIROS DO SUL/RS,4305850,OK
Monte Belo,MG,MONTE BELO/MG,3143005,OK
Nossa Senhora de Nazaré,PI,NOSSA SENHORA DE NAZARE/PI,2206753,OK
Conceição das Alagoas,MG,CONCEICAO DAS ALAGOAS/MG,3117306,OK
Anhembi,SP,ANHEMBI/SP,3502309,OK
Vicentina,MS,VICENTINA/MS,5008404,OK
Trindade,GO,TRINDADE/GO,5221403,OK
Itacurubi,RS,ITACURUBI/RS,4310553,OK
Volta Grande,MG,VOLTA GRANDE/MG,3172103,OK
Mallet,PR,MALLET/PR,4113908,OK
Wenceslau Braz,MG,WENCESLAU BRAZ/MG,3172202,OK
Sapucaia do Sul,RS,SAPUCAIA DO SUL/RS,4320008,OK
Tangará,SC,TANGARA/SC,4217907,OK
Pantano Grande,RS,PANTANO GRANDE/RS,4313953,OK
São José do Seridó,RN,SAO JOSE DO SERIDO/RN,2412401,OK
Conchas,SP,CONCHAS/SP,3512308,OK
Alterosa,MG,ALTEROSA/MG,3102001,OK
Itatiaiuçu,MG,ITATIAIUCU/MG,3133709,OK
Santa Carmem,MT,SANTA CARMEM/MT,5107248,OK
Ibiaçá,RS,IBIACA/RS,4309803,OK
Elói Mendes,MG,ELOI MENDES/MG,3123601,OK
São Domingos,SC,SAO DOMINGOS/SC,4216107,OK
Natividade,RJ,NATIVIDADE/RJ,3303104,OK
Seberi,RS,SEBERI/RS,4320206,OK
Primavera de Rondônia,RO,PRIMAVERA DE RONDONIA/RO,1101476,OK
Madre de Deus,BA,MADRE DE DEUS/BA,2919926,OK
Tigrinhos,SC,TIGRINHOS/SC,4217956,OK
Gaspar,SC,GASPAR/SC,4205902,OK
Ponte Preta,RS,PONTE PRETA/RS,4314787,OK
Minas do Leão,RS,MINAS DO LEAO/RS,4312252,OK
Campos dos Goytacazes,RJ,CAMPOS DOS GOYTACAZES/RJ,3301009,OK
Jataizinho,PR,JATAIZINHO/PR,4112702,OK
Conceição da Barra de Minas,MG,CONCEICAO DA BARRA DE MINAS/MG,3115201,OK
Piedade do Rio Grande,MG,PIEDADE DO RIO GRANDE/MG,3150307,OK
Álvares Florence,SP,ALVARES FLORENCE/SP,3501202,OK
Janaúba,MG,JANAUBA/MG,3135100,OK
Curitibanos,SC,CURITIBANOS/SC,4204806,OK
Eldorado,MS,ELDORADO/MS,5003751,OK
Guaíra,PR,GUAIRA/PR,4108809,OK
Boa Vista do Cadeado,RS,BOA VISTA DO CADEADO/RS,4302220,OK
Turvelândia,GO,TURVELANDIA/GO,5221551,OK
Firminópolis,GO,FIRMINOPOLIS/GO,5207808,OK
Serraria,PB,SERRARIA/PB,2515906,OK
Alto Piquiri,PR,ALTO PIQUIRI/PR,4100707,OK
Guaraciaba do Norte,CE,GUARACIABA DO NORTE/CE,2305001,OK
Coronel Freitas,SC,CORONEL FREITAS/SC,4204400,OK
Encanto,RN,ENCANTO/RN,2403301,OK
Xaxim,SC,XAXIM/SC,4219705,OK
Campo Erê,SC,CAMPO ERE/SC,4203501,OK
Vitória das Missões,RS,VITORIA DAS MISSOES/RS,4323754,OK
Quixeramobim,CE,QUIXERAMOBIM/CE,2311405,OK
Santa Vitória,MG,SANTA VITORIA/MG,3159803,OK
Frutal,MG,FRUTAL/MG,3127107,OK
Pedregulho,SP,PEDREGULHO/SP,3537008,OK
Ivaté,PR,IVATE/PR,4111555,OK
Piên,PR,PIEN/PR,4119103,OK
Santana dos Montes,MG,SANTANA DOS MONTES/MG,3159100,OK
Itaperuna,RJ,ITAPERUNA/RJ,3302205,OK
Frei Martinho,PB,FREI MARTINHO/PB,2506202,OK
São Julião,PI,SAO JULIAO/PI,2210300,OK
Serranópolis,GO,SERRANOPOLIS/GO,5220504,OK
Piúma,ES,PIUMA/ES,3204203,OK
Itaporanga,SP,ITAPORANGA/SP,3522802,OK
Catu,BA,CATU/BA,2907509,OK
Miraí,MG,MIRAI/MG,3142205,OK
Alto Rio Novo,ES,ALTO RIO NOVO/ES,3200359,OK
Guairaçá,PR,GUAIRACA/PR,4108908,OK
Entre-Ijuís,RS,ENTRE IJUIS/RS,4306932,OK
Figueira,PR,FIGUEIRA/PR,4107751,OK
Ingazeira,PE,INGAZEIRA/PE,2607109,OK
Itapagipe,MG,ITAPAGIPE/MG,3133402,OK
Lagoa Dourada,MG,LAGOA DOURADA/MG,3137403,OK
Conquista,MG,CONQUISTA/MG,3118205,OK
Piraí,RJ,PIRAI/RJ,3304003,OK
São Sebastião da Grama,SP,SAO SEBASTIAO DA GRAMA/SP,3550803,OK
Cruzeiro,SP,CRUZEIRO/SP,3513405,OK
Capivari do Sul,RS,CAPIVARI DO SUL/RS,4304671,OK
Paraopeba,MG,PARAOPEBA/MG,3147402,OK
Pedro Teixeira,MG,PEDRO TEIXEIRA/MG,3149408,OK
Juranda,PR,JURANDA/PR,4112959,OK
Júlio de Castilhos,RS,JULIO DE CASTILHOS/RS,4311205,OK
Bias Fortes,MG,BIAS FORTES/MG,3106804,OK
Corumbá de Goiás,GO,CORUMBA DE GOIAS/GO,5205802,OK
Mimoso do Sul,ES,MIMOSO DO SUL/ES,3203403,OK
Ilicínea,MG,ILICINEA/MG,3130507,OK
São Martinho,SC,SAO MARTINHO/SC,4217105,OK
Coronel Ezequiel,RN,CORONEL EZEQUIEL/RN,2402808,OK
Sapiranga,RS,SAPIRANGA/RS,4319901,OK
São Bentinho,PB,SAO BENTINHO/PB,2513927,OK
Teotônio Vilela,AL,TEOTONIO VILELA/AL,2709152,OK
Resende Costa,MG,RESENDE COSTA/MG,3154200,OK
Indiara,GO,INDIARA/GO,5209952,OK
Santa Rita do Pardo,MS,SANTA RITA DO PARDO/MS,5007554,OK
Barreiras,BA,BARREIRAS/BA,2903201,OK
Campo Florido,MG,CAMPO FLORIDO/MG,3111408,OK
Aguaí,SP,AGUAI/SP,3500303,OK
Astolfo Dutra,MG,ASTOLFO DUTRA/MG,3104601,OK
Silveiras,SP,SILVEIRAS/SP,3552007,OK
Mantena,MG,MANTENA/MG,3139607,OK
Barra do Garças,MT,BARRA DO GARCAS/MT,5101803,OK
Demerval Lobão,PI,DEMERVAL LOBAO/PI,2203305,OK
Benevides,PA,BENEVIDES/PA,1501501,OK
Perdizes,MG,PERDIZES/MG,3149804,OK
Vermelho Novo,MG,VERMELHO NOVO/MG,3171154,OK
Gravatá,PE,GRAVATA/PE,2606408,OK
Iapu,MG,IAPU/MG,3129301,OK
Bandeirantes,MS,BANDEIRANTES/MS,5001508,OK
Malhada dos Bois,SE,MALHADA DOS BOIS/SE,2803807,OK
Presidente Kubitschek,MG,PRESIDENTE KUBITSCHEK/MG,3153301,OK
Tucunduva,RS,TUCUNDUVA/RS,4322103,OK
Capetinga,MG,CAPETINGA/MG,3112406,OK
Nova Mutum,MT,NOVA MUTUM/MT,5106224,OK
São Francisco do Sul,SC,SAO FRANCISCO DO SUL/SC,4216206,OK
Manhumirim,MG,MANHUMIRIM/MG,3139508,OK
Iguatama,MG,IGUATAMA/MG,3130309,OK
Jaguaruna,SC,JAGUARUNA/SC,4208807,OK
Nova Pádua,RS,NOVA PADUA/RS,4313086,OK
São Paulo das Missões,RS,SAO PAULO DAS MISSOES/RS,4319307,OK
Macaé,RJ,MACAE/RJ,3302403,OK
São Domingos das Dores,MG,SAO DOMINGOS DAS DORES/MG,3160959,OK
Colorado do Oeste,RO,COLORADO DO OESTE/RO,1100064,OK
São José de Ribamar,MA,SAO JOSE DE RIBAMAR/MA,2111201,OK
Cabaceiras,PB,CABACEIRAS/PB,2503100,OK
Carandaí,MG,CARANDAI/MG,3113206,OK
Jaboti,PR,JABOTI/PR,4111704,OK
Itaitinga,CE,ITAITINGA/CE,2306256,OK
São Gonçalo do Amarante,RN,SAO GONCALO DO AMARANTE/RN,2412005,OK
Abatiá,PR,ABATIA/PR,4100103,OK
Florestópolis,PR,FLORESTOPOLIS/PR,4108007,OK
Ibiassucê,BA,IBIASSUCE/BA,2912004,OK
Silveirânia,MG,SILVEIRANIA/MG,3167301,OK
Guabiju,RS,GUABIJU/RS,4309258,OK
Itaguari,GO,ITAGUARI/GO,5210562,OK
Damolândia,GO,DAMOLANDIA/GO,5206800,OK
Júlio Mesquita,SP,JULIO MESQUITA/SP,3525805,OK
São Gonçalo do Rio Preto,MG,SAO GONCALO DO RIO PRETO/MG,3125507,OK
Coronel Pilar,RS,CORONEL PILAR/RS,4305934,OK
Gurupi,TO,GURUPI/TO,1709500,OK
Limeira do Oeste,MG,LIMEIRA DO OESTE/MG,3138625,OK
Curral Velho,PB,CURRAL VELHO/PB,2505303,OK
Taquaral de Goiás,GO,TAQUARAL DE GOIAS/GO,5221007,OK
Araputanga,MT,ARAPUTANGA/MT,5101258,OK
Antônio Prado de Minas,MG,ANTONIO PRADO DE MINAS/MG,3103108,OK
Jaciara,MT,JACIARA/MT,5104807,OK
Joaquim Távora,PR,JOAQUIM TAVORA/PR,4112801,OK
Castelândia,GO,CASTELANDIA/GO,5205059,OK
Cajazeiras do Piauí,PI,CAJAZEIRAS DO PIAUI/PI,2202075,OK
Irauçuba,CE,IRAUCUBA/CE,2306108,OK
Rio Preto,MG,RIO PRETO/MG,3155900,OK
Marilândia do Sul,PR,MARILANDIA DO SUL/PR,4114906,OK
Vargem,SP,VARGEM/SP,3556354,OK
Barrocas,BA,BARROCAS/BA,2903276,OK
Paracatu,MG,PARACATU/MG,3147006,OK
Nazaré da Mata,PE,NAZARE DA MATA/PE,2609501,OK
Marilândia,ES,MARILANDIA/ES,3203353,OK
Ouro Verde do Oeste,PR,OURO VERDE DO OESTE/PR,4117453,OK
Figueirópolis D'Oeste,MT,FIGUEIROPOLIS D OESTE/MT,5103809,OK
Pedro Laurentino,PI,PEDRO LAURENTINO/PI,2207934,OK
Campina das Missões,RS,CAMPINA DAS MISSOES/RS,4303707,OK
Senador Amaral,MG,SENADOR AMARAL/MG,3165578,OK
Osório,RS,OSORIO/RS,4313508,OK
São Gabriel,BA,SAO GABRIEL/BA,2929255,OK
Pitangui,MG,PITANGUI/MG,3151404,OK
Sinop,MT,SINOP/MT,5107909,OK
Além Paraíba,MG,ALEM PARAIBA/MG,3101508,OK
Bela Vista de Minas,MG,BELA VISTA DE MINAS/MG,3106002,OK
São Miguel da Boa Vista,SC,SAO MIGUEL DA BOA VISTA/SC,4217154,OK
Paraíso do Tocantins,TO,PARAISO DO TOCANTINS/TO,1716109,OK
Capelinha,MG,CAPELINHA/MG,3112307,OK
Nova Ramada,RS,NOVA RAMADA/RS,4313334,OK
Itaí,SP,ITAI/SP,3521804,OK
Lajeado Grande,SC,LAJEADO GRANDE/SC,4209458,OK
Mauá da Serra,PR,MAUA DA SERRA/PR,4115754,OK
Duas Estradas,PB,DUAS ESTRADAS/PB,2505808,OK
Prata do Piauí,PI,PRATA DO PIAUI/PI,2208601,OK
Santo Antônio do Pinhal,SP,SANTO ANTONIO DO PINHAL/SP,3548203,OK
São Bernardino,SC,SAO BERNARDINO/SC,4215752,OK
Salete,SC,SALETE/SC,4215307,OK
Gracho Cardoso,SE,GRACHO CARDOSO/SE,2802601,OK
Luís Eduardo Magalhães,BA,LUIS EDUARDO MAGALHAES/BA,2919553,OK
Marabá Paulista,SP,MARABA PAULISTA/SP,3528700,OK
Jaguariaíva,PR,JAGUARIAIVA/PR,4112009,OK
Cambará,PR,CAMBARA/PR,4103602,OK
Porciúncula,RJ,PORCIUNCULA/RJ,3304102,OK
Sete de Setembro,RS,SETE DE SETEMBRO/RS,4320578,OK
Mathias Lobato,MG,MATHIAS LOBATO/MG,3171501,OK
Itaoca,SP,ITAOCA/SP,3522158,OK
Juvenília,MG,JUVENILIA/MG,3136959,OK
Rio das Ostras,RJ,RIO DAS OSTRAS/RJ,3304524,OK
João Pinheiro,MG,JOAO PINHEIRO/MG,3136306,OK
Passa Tempo,MG,PASSA TEMPO/MG,3147709,OK
Nova Bréscia,RS,NOVA BRESCIA/RS,4313003,OK
Ipiaçu,MG,IPIACU/MG,3131406,OK
Martinópole,CE,MARTINOPOLE/CE,2307908,OK
Quixabeira,BA,QUIXABEIRA/BA,2925931,OK
Gouveia,MG,GOUVEIA/MG,3127602,OK
Logradouro,PB,LOGRADOURO/PB,2508554,OK
Planura,MG,PLANURA/MG,3151602,OK
Pimenta,MG,PIMENTA/MG,3150505,OK
Arês,RN,ARES/RN,2401206,OK
Garanhuns,PE,GARANHUNS/PE,2606002,OK
Conceição dos Ouros,MG,CONCEICAO DOS OUROS/MG,3117801,OK
Ipuiúna,MG,IPUIUNA/MG,3131505,OK
Guanhães,MG,GUANHAES/MG,3128006,OK
São Francisco de Assis,RS,SAO FRANCISCO DE ASSIS/RS,4318101,OK
Fênix,PR,FENIX/PR,4107702,OK
Três Marias,MG,TRES MARIAS/MG,3169356,OK
Cafezal do Sul,PR,CAFEZAL DO SUL/PR,4103479,OK
Paraguaçu,MG,PARAGUACU/MG,3147204,OK
Abreu e Lima,PE,ABREU E LIMA/PE,2600054,OK
São Miguel Arcanjo,SP,SAO MIGUEL ARCANJO/SP,3550209,OK
Acreúna,GO,ACREUNA/GO,5200134,OK
Lagoa Formosa,MG,LAGOA FORMOSA/MG,3137502,OK
Santa Tereza de Goiás,GO,SANTA TEREZA DE GOIAS/GO,5219605,OK
Witmarsum,SC,WITMARSUM/SC,4219408,OK
Aloândia,GO,ALOANDIA/GO,5200506,OK
Maracaju,MS,MARACAJU/MS,5005400,OK
Extremoz,RN,EXTREMOZ/RN,2403608,OK
Salvador,BA,SALVADOR/BA,2927408,OK
Palmeira,PR,PALMEIRA/PR,4117701,OK
São Roque de Minas,MG,SAO ROQUE DE MINAS/MG,3164308,OK
Bambuí,MG,BAMBUI/MG,3105103,OK
Goianira,GO,GOIANIRA/GO,5208806,OK
Guapirama,PR,GUAPIRAMA/PR,4109005,OK
Ipaba,MG,IPABA/MG,3131158,OK
Muliterno,RS,MULITERNO/RS,4312625,OK
Caseiros,RS,CASEIROS/RS,4304952,OK
Armação dos Búzios,RJ,ARMACAO DOS BUZIOS/RJ,3300233,OK
Quixaba,PB,QUIXABA/PB,2512606,OK
Maruim,SE,MARUIM/SE,2804003,OK
Palestina,AL,PALESTINA/AL,2706208,OK
Itapejara d'Oeste,PR,ITAPEJARA D OESTE/PR,4111209,OK
Presidente Nereu,SC,PRESIDENTE NEREU/SC,4214102,OK
Santa Fé de Goiás,GO,SANTA FE DE GOIAS/GO,5219258,OK
Santo Antônio do Caiuá,PR,SANTO ANTONIO DO CAIUA/PR,4124202,OK
São Pedro dos Ferros,MG,SAO PEDRO DOS FERROS/MG,3164001,OK
Caiuá,SP,CAIUA/SP,3509106,OK
Fernandes Pinheiro,PR,FERNANDES PINHEIRO/PR,4107736,OK
Monte Alegre de Minas,MG,MONTE ALEGRE DE MINAS/MG,3142809,OK
Vargem Grande do Rio Pardo,MG,VARGEM GRANDE DO RIO PARDO/MG,3170651,OK
